id,text,ASSALTO,ROUBO,FURTO,ASSEDIO,SPUBLICA,HOMICIDIO,OUTRO,CRIME,KEYWORD,LOCAL
48,outr dia vi verm maconh roub idos rua agred pobr mulh apost petist,0,1,0,0,0,0,0,1,1,0
49,proteg prova furt muit celul sao roub mes prac alimentaca min,0,0,0,0,1,0,0,1,1,0
50,prejuiz furt fiaca prac feir cax estim cerc r 50 mil,0,0,1,0,0,0,0,1,1,1
51,toyot hilux arromb furt madrug dest doming bairr buritil bh don carr perceb lev manh segund cham atenca alarm carr nao dispar,0,0,1,0,0,0,0,1,1,1
52,ia xing motiv fac natur to rua to med assalt rio jan fod,0,0,0,0,1,0,0,1,1,1
53,report julian massaok convers patric poet diret aven paul log apo program fal sobr violenc tent assalt menos parec ne polic aqu sei globolix meenganaqueeugost,1,0,0,0,0,0,0,1,1,1
54,assalt aven set,1,0,0,0,0,0,0,1,1,1
55,nao entend confront israel palestin tav ocup tent sobreviv ataqu cv aqu bairr,0,0,0,0,0,0,0,0,1,0
56,veicul furt aven iri welp bairr universitari marech rondon,0,0,1,0,0,0,0,1,1,1
57,absurd plac aven robert dinamit idol cr vasc gam roub ness madrug dia 07 fever nenhum suspeit pres,0,1,0,0,0,0,0,1,1,1
58,invad roub equip cra vil cana nest seman cra nao possu sistem vigilanc guard cam comunidad bairr perd fpulcinel jornalopopul jornalopca diariodamanh tvanhanguerag g1go recordtvgo,0,1,0,0,0,0,1,1,1,1
59,facil men rua linch post cart furt r 45 bilho real surrupi orc mobil indignaca gigant deit berc esplend,0,0,1,0,0,0,0,1,1,0
60,blitz nao peg band mot assalt hom ont noit bairr nov amer nov iguacu riodenoj riodejan novaiguacu,1,0,0,0,0,0,0,1,1,1
61,riodenojeiraofc furt carr namor doming 16h rua mamor freguesiajacarepagu plen luz dia dia mae pud divulg corr atr ach carr ja usa carr pra trabalh,0,0,1,0,0,0,0,1,1,1
62,tod dia pass aven paul tod dia vej furt mesm hoj vi tripl furt tre hom biciclet furt tre pesso altur cas ros tod mochil ifood,0,0,1,0,0,0,0,1,1,1
63,pizz local bairr dirc arcov zon sud teresin alv assalt noit tercaf 9 acess,1,0,0,0,0,0,0,1,1,1
64,fc p vid mn fic pens assedi mulh sofr rua vej quant pav diss noj hom so aument invasa comum decad extrem absurd,0,0,0,1,0,0,0,1,1,0
65,parc agent dorm beb cant prac ta sujeit roub furt imagin pouc difer vit estupr inclusiv bem,0,0,0,0,1,0,0,1,1,0
66,vi lembreim gaj roub garraf tent roub moed caix senh gat ped dinh rua sant catarin algu par trist ia garraf igual,0,1,0,0,0,0,0,1,1,1
67,hoj cunh celul roub engarraf bem frent centr flagr polic civil bah plen aven acm 1250 sol pin pir ai,0,1,0,0,0,0,0,1,1,1
68,mor centr ano nunc assalt ja assalt 3 vez perif ond nasc bairr cl med aqu nunc dad nao val nad,1,0,0,0,0,0,0,1,1,0
69,nunc assalt bairr lux rj pergunt mor pavun bangu benf,1,0,0,0,0,0,0,1,1,1
70,pap ret dev bom and rua men med assalt,0,0,0,0,1,0,0,1,1,0
71,fat quas ter sofr golp carta hoj sair pra tent resolv merc bairr naquel maquin assedi caminh k,0,0,0,1,0,0,0,1,1,0
72,hom pres iphon furt mulh blumenau fat acontec noit dest segundaf 3001 bairr itoup nort inscrevas youtubecomoblumenau,0,0,1,0,0,0,0,1,1,1
73,furt botafog quatr hom furt produt loj rua voluntari patr botafog zon sul rio cas acontec comec tard ult dia 9 grup aproveit movimentaca client agir dur dia comerci regia,0,0,1,0,0,0,0,1,1,1
74,dp favor ajud encontr mot esp furt dentr gar bairr itaim paul madrug dia 1511,0,0,1,0,0,0,0,1,1,1
75,tad ne quant gay apanh pal pra aprend vir hom alem diss apanh rua ser qm sao vam analis ond vem preconceit ne so porqu querid pq algm nao gost iam sub homofob crim,0,0,0,0,0,0,1,1,1,0
76,polic civil prend hom sapuca sul contr individu hav mand prisa preven crim estupr prisa ocorr bairr sao jos volante1dprm,0,0,0,1,0,0,0,1,1,1
77,med ban antigamentetm tir celul rua tam fot ond pass hor mei rend fot maravilh bel terr pen man assalt 2x mei ta insalubr agor ne,1,0,0,0,0,0,0,1,1,0
78,adolesc 17 ano esfaque moment tent fug assalt noit dest quint 9 rua itaj bairr nov aleix zon lest manau populaca revolt espanc crimin morr,1,0,0,0,0,0,1,1,1,1
79,di diss mont terror sang nozoi and ai nao aconselh ning sair pra rua feri pod outr armadilh inglaterr esta prend bat manifest nacion dand liberdad ataqu fac ileg nao acredit bom moment manifestaco mund guerr gar hav polic defês cas atac,0,0,0,0,0,0,0,0,1,1
80,vide mostr carr transport cam furt loj movel av28 marc 240123 polic publ imag reconhec veiculoum cam furt loj movel rus nest tercaf 24 aven 28 marc are centr camp,0,0,1,0,0,0,0,1,1,1
81,suspeit roub comerci pres bairr pg prisa acontec nest segundaf 09 bairr carac fac tamb apreend lei,0,1,0,0,0,0,0,1,1,1
82,genocidi curs font al jaze liv dezen mart fer violent ataqu israel contr pesso desloc membr defês civil rua alnafaq cidad gaz gaz,0,0,0,0,0,0,0,0,1,1
83,pra ir corr aqu bairr agor ness horari vou sofr um assedi enta vou tom banh,0,0,0,1,0,0,0,1,1,0
84,balancogeralrj tin copacab vir bairr perig doming sol viat fic base orl assalt rua intern,1,0,0,0,0,0,0,1,1,1
85,bom dia pod public uma imag cam seguranc favor madrug dia 2805 doi meli roub fio luz relogi light aven fern ferrar frent deposit mad agost vil rosari duqu cax,0,1,0,0,0,0,0,1,1,1
86,dev ter sid pres cac brasil rua arm punh nao falt prov contr contr golp tent arm tod ataqu fez democrac instituico pal,0,0,0,0,0,0,0,0,1,0
87,jov celul furt ont enquant sofr acid transit bairr sao marc ja aparelh recuper tard hoj sabado19 progrestin,0,0,1,0,0,0,0,1,1,1
88,ocorrenc 2501 12h58 transport,0,0,0,0,0,0,0,0,1,0
89,moc roub playlist tod mund ode p cril bot ness prac,0,0,0,0,0,0,0,0,1,0
90,equip riomaissegur detev nest quint 12 mulh prac serzedel corre copacab agent localiz suspeit reconhec vit autor furt celul prai,0,0,1,0,0,0,0,1,1,1
91,peg metr lot presenci assalt frent destrat atend loj doid prac vei fal comig mei experienc complet paul,1,0,0,0,0,0,0,1,1,0
92,tav volt mequ pert ond mor bairr segur nunc vi nad la nad assalt pq muit fabr cas enta la mei desert ate car nad surg atr mim namor ate ai tud bem tav olh pra tra tod hor ne p1,0,0,0,0,1,0,0,1,1,0
93,prac simon boliv bogot aind period govern dilm gent condico viaj li seguint fras pao pobr paz ric solidariedad total cl trabalh assalt ult ano continu firm,0,0,0,0,0,0,0,0,1,1
94,registr visual ataqu aere israel report agor gaz pont lig hamasbrig alqass jihad islam palestinabrig alqud bairr zaytoun atualizaca,0,0,0,0,0,0,0,0,1,1
95,assedi soc bairr vil cloril bh mg favel ghett crim organiz sertanej ja tent manipul caminho carret assedi bloque,0,0,0,0,0,0,0,0,1,1
96,feliz ano nov boa noit vou ver fog prac pert show esper nao assalt deu livr,0,0,0,0,1,0,0,1,1,0
97,sobr 14 ano assalt hoj said escol realeng prac canha pra nao rj local quartel milit chei sold ali ta fod,1,0,0,0,0,0,0,1,1,1
98,ataqu israel gaz arras bairr int autoridad palestin diz ataqu aere israel indiscrimin gaz destru 22600 unidad resid 10 instalaco saud the cradl,0,0,0,0,0,0,0,0,1,1
99,arranj trabalh ano vem nao sei and rua direit assalt,0,0,0,0,1,0,0,1,1,0
100,coe glr roub bik curv itapu ali aven gil vel vil velh eh pret mei descasc guida eh prate tamb descasc detalh azuil rod algum vir ai salv fznd favor,0,1,0,0,0,0,0,1,1,1
101,doi rapaz assalt post universitari aven morangu final manh dest tercaf fbme7tqafxgzt,1,0,0,0,0,0,0,1,1,1
102,mae cont rapaz aqu bairr roub loj mater construca nao quer pag carret don cobr respeit regr norm roub favor,0,0,0,0,0,0,0,0,1,0
103,vent chapeu pq furt prac purificaca,0,0,1,0,0,0,0,1,1,0
104,assalt menin pert rua,1,0,0,0,0,0,0,1,1,0
105,jur escolh faz estagi vil penh tranquil ai quint arrasta prac ond fic escol barrac esta chei marc bal ont outr estagi assalt lad escol,1,0,0,0,0,0,0,1,1,1
106,celul furt aven est pont estrateg semafor pra crianc peg atravess via passarel corr pra favel gliceri parab brunocov seguranc cidad sp ta excel inclusiv faroil regia tao perig,0,0,1,0,0,0,0,1,1,1
107,pneu carret merc livr furt mor bairr bom destin sant luz anunci olx r 2 mil,0,0,1,0,0,0,0,1,1,1
108,descobert furt energ bairr vil nobr paul afons guard civil municip acion ja tom dev med saib port chicosabetud furtodeenerg pauloafons guardacivilmunicip,0,0,1,0,0,0,0,1,1,1
109,roub celul mae hoj manh lut band pass bem brab irma compr celul nov pra nao junt fez merd configuraca brig telefon jeit aven int ouv,0,1,0,0,0,0,0,1,1,0
110,velh jur ped pra m ex lev pra cas pq infeliz mulh apes trabalh bairr cas nao trabalh ai blz desgrac deix ir so assedi uma 2 vez quas corr sinc viu,0,0,0,1,0,0,0,1,1,0
111,vide descontextu pesso aleat pesso rua milh quilometr festej ataqu,0,0,0,0,0,0,0,0,1,0
112,ont bairr vir night club cemig comec tard luz fal atend diss incid bairr ja ser resolv volt pass temp apaga volt segu apag temp volt uma 6x ult demor p volt vel,0,0,0,0,0,0,0,0,1,0
113,pcrr prend flagr acus crim furt receptaca bairr cacar,0,0,1,0,0,0,1,1,1,1
114,band roub carr sant felic lev pi tard dest quint 02 quatr hom assalt revend carr aven manoel rib bairr sant felic curitib,0,1,0,0,0,0,0,1,1,1
115,2 ja declar contr campanh fiuf nao porqu assedi pedr far sent bonit so mud ide soub filh amig med sair rua dev assedi,0,0,0,1,0,0,0,1,1,0
116,clar porqu agred mulh idos nao ataqu relax pod ate nao consider mulh human ach ok bat ne talv dia mar penh lev ate la bom nao dar bob rua,0,0,0,0,0,0,0,0,1,0
117,agenc banc santand furt aven mogi bitly2jqzjd6,0,0,1,0,0,0,0,1,1,1
118,caminha roub recuper polic milit pavun zon nort rio manh dest sext 14 acord dp equip patrulh suspeit veicul entr comunidad ficap aven coronel phid tav bandnew fm,0,1,0,0,0,0,0,1,1,1
119,ba car pod sent p respir prac assedi ti fud,0,0,0,1,0,0,0,1,1,0
120,tod vez pass bairr arab pra compr carn assedi,0,0,0,1,0,0,0,1,1,0
121,crim acontec 30 outubr 2020 dur polic mont prac coronel diogen suspeit automo send utiliz pra furt residenc,0,0,1,0,0,0,0,1,1,1
122,atenca p notic van dp pmerj roub polic feit ref zon nort dp rend crimin mot obrig dirig ate comunidad tuiut rio van alug polic milit roub rua capita felix benf zon nort rio nest sab 21 aca doi suspeit arm motociclet abord dp obrig segu ate barre vasc mesm regia agent 3aupp4obpm sao cristova cumpr ord serv surpreend crimin anunci assalt entant veicul roub apen cheg destin final apo assalt dp liber peg onibu ate avist viat polic nao fic fer encaminh ate coordenad not corporaca inform veicul descaracter hav sid alug aca projet soc upp polic liber sofr qualqu fer polic reforc regia ocorrenc registr 17a dp sao cristova comunic rio nao amad,0,1,0,0,0,0,0,1,1,1
123,barr mans registr pont alag apo chuv mai part incid registr bairr ano bom distrit rialt ampar cidad bandnewsfm,0,0,0,0,0,0,0,0,1,1
124,prac centr sao paul alv frequ roub furt mor comec flagr crim grit ajud vit saib youtubecombrbandjornalism bandnew centr sp roub furt,0,1,1,0,0,0,0,1,1,1
125,deu ruim 9 furt algum registr 100 mil pesso prac estaca plen segund,0,0,1,0,0,0,0,1,1,0
126,demal vir ali ta relogi centr mei maraton aven so aparec rjtv furt cao maraton olimp,0,0,1,0,0,0,0,1,1,0
127,agor faz tre ano mor bairr cl med regia vil mari ja assalt dua vez kkkkry,1,0,0,0,0,0,0,1,1,1
128,agent guard civil municip recuper motociclet furt devolv vit equip realiz patrulh preven rua francisc xavi pass vil sao jorg depar individu empurr mot man suspeit,0,0,1,0,0,0,0,1,1,1
129,furt veicul furt noit dest quint veicul fiat uno proxim shopping aven cent bitly1si8rpz,0,0,1,0,0,0,0,1,1,1
130,viss filh vide dess roub pesso soub particip tod roub tend us drog fic rua 9 dia aind diz cr pra vid violent pesso iri faz lev psicolog,0,1,0,0,0,0,0,1,1,0
131,nao sei voc to maluc fat falt so 3 mes pro desfil agor negoci vai comec esquent cont regress ta abert dia 03022024 part 13h local ja sab rua sen furt vam vam butanonabureta2024,0,0,0,0,0,0,0,0,1,1
132,coelh net pra ve rua aven brasil um 2 assalt dia mud nom pra fiat uno ris,1,0,0,0,0,0,0,1,1,1
133,ja vi esquem roub epidem aven paul func assim pivet vem roub celul outr cois jog objet roub ness barrac espalh polic ve acontec nao pod revist barrac mor rua sena fasc,0,1,0,0,0,0,0,1,1,1
134,assemble estad profes 20 outubr paralisaca fim assedi moral 16 hor prac republ,0,0,0,0,0,0,0,0,1,1
135,mor situaca rua mort fac jardim penh suspeit det diss ja sid roub vit cas acontec aven dant michelin noit doming 12,0,1,0,0,0,1,0,1,1,1
136,motociclet roub bairr vil pint varg varg via varginhaonlin,0,1,0,0,0,0,0,1,1,1
137,roub am deu burr faz fal ai roub contr aven,0,0,0,0,0,0,0,0,1,0
138,cidad cas tent furt registr madrug dest segundaf 4 dezembr aven vital brasil saib,0,0,1,0,0,0,0,1,1,1
139,red soc cas assedi igrej hospit escol cas crech ate rua voc so demoniz pq aprend general qualqu crim ocorr igrej bolh aqu,0,0,0,1,0,0,0,1,1,0
140,roub pq burr voc ja mor temp sp peg malic rua voc nao vai roub 21 aninh mor perif nunc roub ate ind pro centr,0,1,0,0,0,0,0,1,1,1
141,nao fal favel fal band comand trafeg voc esquec acontec vou tim lop esquec populaca rio sofr tod dia bal perd tr assalt onibu tirotei aven brasil linh vermelh canalh,0,0,0,0,1,0,0,1,1,1
142,dentr favel nao roub moc rio jan sim insegur moc cert fal muit arrasto nao pass hist branc rj sim insegur voc fic bob celul mao ser assalt qualqu bairr,0,0,0,0,1,0,0,1,1,1
143,report entr viv aven paul car ja sofr tent assalt brinc glob encontr,1,0,0,0,0,0,0,1,1,1
144,ond nao assalt emru europe ver pens pasteur outr cient europ lanc prim odi europ mand nao assalt etc,1,0,0,0,0,0,0,1,1,0
145,viv balancoger cam seguranc flagr ataqu crimin bairr zon sul sp assist sigaplayplu playpluscom,0,0,0,0,0,0,1,1,1,1
146,rt suspeit assalt lanchonet aven ataulf paiv seguranc rua troc tir suspeit ning fer,1,0,0,0,0,0,0,1,1,1
147,conclu inquerit incid bairr jama doi process disciplin dlvritr1pd28,0,0,0,0,0,0,0,0,1,1
148,qnt assedi rol naql lug ontemp nao gost ir ness event bairr so consideraca,0,0,0,1,0,0,0,1,1,0
149,espanh vi bairr islet la palm faz panelac port dum centr acolh imigr sinal protest fart violenc roub agor acontec vizinhanc voc ach boa ide faz tamb ca nao cheg fog,0,0,0,0,0,0,0,0,1,1
150,cabr mach bairr ate incid especif fez adquir ansiedad,0,0,0,0,0,0,0,0,1,0
151,amostr favel sant mart dess bairr tbm assalt tod dia ris ko diferenc botafog so bairr,0,0,0,0,1,0,0,1,1,1
152,gm prend suspeit comet furt cab energ aven set setembr curitib xvcuritib,0,0,1,0,0,0,0,1,1,1
153,filh polic milit 31 ano celul roub noit dest quint 19 frent residenc bairr jk zon lest port velh acord relat polic milit dentr cas escut,0,1,0,0,0,0,0,1,1,1
154,hoj tav cat fl rua vinh 2 car mot buqu fl mao ach mim nao assalt,0,0,0,0,1,0,0,1,1,0
155,absurd vir copacab bairr parec larg tod mund sab prai fam brasil perig chei assalt cheg vergonh,0,0,0,0,1,0,0,1,1,1
156,imag ilustr misterio real relat cheg benguel bairr cap ond jov vint ano morr noit ult sext 6 alegad ter furt val monetari balai pedint esmol centr cidad,0,0,0,0,0,1,0,1,1,1
157,part ruim pul carnav rua med furt,0,0,0,0,1,0,0,1,1,0
158,condu esta cobr polic trech rua flori peixot prox prac curi bairr nov imperatriz motocicl relat ter sid vit tent assalt enquant caminh trabalh 4h30 acord vit hom arm escond are mat salt frent mot motocicl consegu desvi escap assalt luc aquin,1,0,0,0,0,0,0,1,1,1
159,1 pt tom askov frut vermelh tod so vir corot azul uma skol beat pra cont desmai propri vomit plen prac republ fot rol porqu furt celul enquant,0,0,1,0,0,0,0,1,1,0
160,poi ach roub aqu rio compr 10 real 500ml caip sp pinh naquel rua mont bar pag 10 real caip 500ml estrut melhor bar ai fot,0,0,0,0,0,0,0,0,1,1
161,roub cabec piru penalt pra caralh mrm aven felip luiz,0,0,0,0,0,0,0,0,1,0
162,aqu vancouv govern distribu drog vici quant homeles aument significativ tamb violenc roub furt estupr aqu aven cracoland gigant aind assim ta bem long brasil,0,0,0,0,1,0,0,1,1,1
163,pelot registr prim homicidi ano crim ocorr nest quint 4 bairr areal vit hom 50 ano mort tir residenc saib detalh cas,0,0,0,0,0,1,0,1,1,1
164,nao pod and bairr med assaltadafurtadaassedi,0,0,0,0,1,0,0,1,1,0
165,polic investig crimin entr confront polic milit joa lisbo madrug hoj 13 sao mesm invad loj celul bairr bacur imperatriz roub 40 aparelh celul alem joi dinh confront polic ocorr apo dupl local comet assalt fug carr mesm caracteris veicul utiliz roub imperatriz troc tir result mort band identific bebeza polic bale outr crimin pres,0,1,0,0,0,0,0,1,1,1
166,assalt linh amarel said pil sent aven brasil rio jan nao amad,1,0,0,0,0,0,0,1,1,1
167,hor estac car ameac diz pag pra par carr rua pq tabel deu entend facca dp qnd compr pipoc assalt lev 7 real,1,0,0,0,0,0,0,1,1,0
168,amoed prac sec fech port epoc comand rogeri figueired pass ate record cidad alert rj gent ja sab amoed prac sec fech port caus milic epoc roub me seman muit gent fic desempreg,0,1,0,0,0,0,0,1,1,1
169,cad vez dificil and rua havan frequent lug publ assedi sempr educ enorm fal segund sol nuev sol don pedac dulc ambicion clar aven brasil ont tir trocent fot,0,0,0,1,0,0,0,1,1,1
170,ta ai gost unic lug pal assalt 8 car 9 arm 1 colet radi comunicaca hor nao sab band polic civil assust tir cheir urin lap int aven mor rua dorm relent,1,0,0,0,0,0,0,1,1,1
171,mesm logic assalt favel perd mao vid assalt mor bairr ric total ignor danes poi logic ric nao merec log just roub,0,0,0,0,1,0,0,1,1,0
172,sensaca inseguranc nunc tao grand cidad tod seman pesso difer trabalh assalt olh firm fic bairr nobr,1,0,0,0,1,0,0,1,1,0
173,casal plac carr furt fortal crimin deix bilhet exig dinh devolv objet cas acontec ult sab 1 bairr varjot investig polic civil,0,0,1,0,0,0,0,1,1,1
174,sonh ter aven dess furt vit robert,0,0,1,0,0,0,0,1,1,0
175,polic proc pist band furt residenc bairr cana via planta polic ipating,0,0,1,0,0,0,0,1,1,1
176,roub tir ft rua 99,0,1,0,0,0,0,0,1,1,0
177,incid tod pal provoc mau temp cmtv 20 minut direct ininterrupt frent colomb notici alg traged fum escritori pesso desc rua entretant ja sub cmtv continu la,0,0,0,0,0,0,0,0,1,1
178,parab 9obpm brigadamil prisa furt cab fio aven voluntari patr 4o distrit poa impress fich corr vagabund 13 anteced precis presidi judiciari menos permiss,0,0,1,0,0,0,0,1,1,1
179,doi hom assalt igrej igrej sao sebastia noit dess doming aven protasi alv gauchahoj,1,0,0,0,0,0,0,1,1,1
180,hom pres furt qualific dur abord aven,0,0,1,0,0,0,0,1,1,1
181,tav pens faz thread ond ire atual di quant assedi amg sofr enquant faz exercici aven industr urban pont cert camacar bah ach mor aff odei hom ci idos assedi,0,0,0,1,0,0,0,1,1,1
182,mae vei avis tao faz assalt organiz predi rua cabec agor desafi encontr salv neighbourhood,1,0,0,0,0,0,0,1,1,0
183,ja lig pra polic prefeit empurr pro outr nao sab recorr ja comec assalt circulaca trafic ant prac tom favor ajud,1,0,0,0,0,0,0,1,1,0
184,cen apocalip bairr sabr gaz ataqu aere israel ating qudsnen,0,0,0,0,0,0,0,0,1,1
185,ataqu tir deix mort doi fer bairr fazend cout salv dlvritsyngf9,0,0,0,0,0,1,0,1,1,1
186,band us masc palhac assalt sao pres dp roub acontec bairr barre curitib band pres doi local curitib lei mat complet,0,1,0,0,0,0,0,1,1,1
187,acord mens mae diz marcell assalt aven brasil tom tir log segu sum hor mei,1,0,0,0,0,0,0,1,1,1
188,17 ano culp com vermelh roub estupr furt mor rua abandon escol saud publ cao sumic respir desvi obr superfatur culp cv qu vir pra ca bdm bat frent ris,0,0,0,0,1,0,0,1,1,0
189,oi gent ach sup dificil nao cust nad post aqu furt biciclet bairr jardim marc zer pert bairr muc voc ver algum grup anunci pec bik pod avis rt pra ajud model lotu aro 29,0,0,1,0,0,0,0,1,1,1
190,cachorr avanc pesso outr cachorr rua dev fic dentr cas pra evit incid,0,0,0,0,0,0,0,0,1,0
191,beir ataqu cois der err hoj aind sao 930 vou simples comec lat pra pesso rua,0,0,0,0,0,0,0,0,1,0
192,atle send domin cas vai vez ataqu bol cai pe hulk acert chut mei rua invej tim jog faz diferenc aqu gent fracass ross sebastian serg orell etc,0,0,0,0,0,0,0,0,1,0
193,ris polic nao solt not sobr negligenc tant roub crim send comet di copacab porc post mij cachorr cidada bem cas band rua polic brac cruz,0,0,0,0,1,0,0,1,1,1
194,mot furt recuper bairr esmerald,0,0,1,0,0,0,0,1,1,1
195,1 celul furt carnav 2 celul assalt centr rio 3 biciclet furt rua 4 celul assalt rua 5 biciclet furt dentr estacion rua ob 2 3 long dia 4 5 mesm noit 4 situaco difer,0,0,1,0,0,0,0,1,1,1
196,nao favor jus propr mao deu dar mao band diz nao pod reag faz morr mao band infart avc panic raiv bairr sp 5 assalt dia bairr nobr nao vid,0,0,0,0,1,0,0,1,1,1
